,,,"Ottawa, Census division [Census division], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","            Gwich'in",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Sarsi (Sarcee)",,       0,,       0,,       0,,      10,,       0,,       5,
"Mother tongue","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Slavey-Hare languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","              North Slavey (Hare)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              South Slavey",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Slavey; n.o.s.",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","            Tahltan languages",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Kaska (Nahani)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Tahltan",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","            Tutchone languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","              Northern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","              Southern Tutchone",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Athabaskan languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","        Haida",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Inuit languages",,     325,,     110,,     220,,     475,,     165,,     305,
"Mother tongue","          Inuinnaqtun (Inuvialuktun)",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Inuktitut",,     295,,      95,,     200,,     425,,     145,,     280,
"Mother tongue","          Inuit languages; n.i.e.",,      25,,      10,,      15,,      45,,      20,,      25,
"Mother tongue","        Iroquoian languages",,      30,,      15,,      15,,     710,,     300,,     410,
"Mother tongue","          Cayuga",,       0,,       0,,       0,,      40,,      20,,      20,
"Mother tongue","          Mohawk",,      25,,      10,,      10,,     590,,     255,,     335,
"Mother tongue","          Oneida",,       0,,       0,,       0,,      55,,      15,,      40,
"Mother tongue","          Iroquoian languages; n.i.e.",,       5,,       0,,       5,,      20,,       5,,      15,
"Mother tongue","        Kutenai",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Michif",,       5,,       0,,       0,,      25,,      15,,      15,
"Mother tongue","        Salish languages",,       0,,       0,,       0,,       5,,       0,,       5,
"Mother tongue","          Comox",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Halkomelem",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Lillooet",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Okanagan",,       0,,       0,,       5,,       0,,       0,,       0,
"Mother tongue","          Shuswap (Secwepemctsin)",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Squamish",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Straits",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Thompson (Ntlakapamux)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Salish languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Siouan languages",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","          Dakota",,       0,,       0,,       0,,       5,,       5,,       5,
"Mother tongue","          Stoney",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Siouan languages; n.i.e.",,       0,,       0,,       0,,      10,,       5,,       5,
"Mother tongue","        Tlingit",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Tsimshian languages",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Gitxsan (Gitksan)",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Nisga'a",,       0,,       0,,       0,,       5,,       0,,       0,
"Mother tongue","          Tsimshian",,       0,,       0,,       0,,       0,,       5,,       0,
"Mother tongue","        Wakashan languages",,       0,,       0,,       0,,       0,,       0,,       5,
"Mother tongue","          Haisla",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Heiltsuk",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Kwakiutl (Kwak'wala)",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","          Nuu-chah-nulth (Nootka)",,       0,,       0,,       0,,       5,,       5,,       0,
"Mother tongue","          Wakashan languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Aboriginal languages; n.o.s.",,       5,,       5,,       5,,     235,,     130,,     105,
"Mother tongue","      Non-Aboriginal languages",,  199765,,   94195,,  105575,, 3531160,, 1679300,, 1851865,
"Mother tongue","        Afro-Asiatic languages",,   44350,,   22200,,   22145,,  253830,,  127720,,  126110,
"Mother tongue","          Berber languages",,     375,,     195,,     180,,     725,,     405,,     320,
"Mother tongue","            Kabyle",,     245,,     130,,     115,,     425,,     225,,     200,
"Mother tongue","            Berber languages; n.i.e.",,     130,,      70,,      60,,     305,,     180,,     120,
"Mother tongue","          Cushitic languages",,    6665,,    2875,,    3785,,   24605,,   10730,,   13870,
"Mother tongue","            Bilen",,      50,,      25,,      25,,     250,,     140,,     110,
"Mother tongue","            Oromo",,     215,,     120,,      95,,    1445,,     720,,     730,
"Mother tongue","            Somali",,    6305,,    2685,,    3615,,   22680,,    9755,,   12925,
